eal,Trade Date,Settlement Date,Asset/Account,Description,Note,Type,Category,Fee,Quantity,Security,Amount (CAD),Original Currency Amount,Exchange Rate
672faa881179cb833f285301,8/24/24,8/24/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-23.07,-23.07 CAD,1
672faa891179cb833f285307,8/24/24,8/24/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-17.7,-17.7 CAD,1
672faa891179cb833f28530d,8/24/24,8/24/24,CIBC Online Banking (Recommended) (CIBC VISA),PETRO CANADAX5184 MARKHAM  ON 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-25.97,-25.97 CAD,1
672faa891179cb833f285313,8/24/24,8/24/24,CIBC Online Banking (Recommended) (CIBC VISA),LCBO/RAO#747 MARKHAM  ON 4XXX********9545,,withdrawal,Groceries,,-,,-70.35,-70.35 CAD,1
672faa891179cb833f285319,8/24/24,8/24/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-10.59,-10.59 CAD,1
672faa881179cb833f2852dd,8/23/24,8/23/24,CIBC Online Banking (Recommended) (CIBC VISA),LE CIRCUIT ELECTRIQUE MONTREAL  QC 4XXX********9545,,withdrawal,Personal Care,,-,,-20,-20 CAD,1
672faa881179cb833f2852e3,8/23/24,8/23/24,CIBC Online Banking (Recommended) (CIBC VISA),LE CIRCUIT ELECTRIQUE MONTREAL  QC 4XXX********9545,,withdrawal,Personal Care,,-,,-20,-20 CAD,1
672faa881179cb833f2852e9,8/23/24,8/23/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #2454 LEVIS  QC 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-21.34,-21.34 CAD,1
672faa881179cb833f2852ef,8/23/24,8/23/24,CIBC Online Banking (Recommended) (CIBC VISA),A30 EXPRESS SALABERRY-DE-  QC 4XXX********9545,,withdrawal,Clothing/Shoes,,-,,-3.9,-3.9 CAD,1
672faa881179cb833f2852f5,8/23/24,8/23/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #3129 CHATEAUGUAY  QC 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-30.7,-30.7 CAD,1
672faa881179cb833f2852fb,8/23/24,8/23/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-11.64,-11.64 CAD,1
672faa881179cb833f285295,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),FLO SERVICES QUEBEC  QC 4XXX********9545,,withdrawal,Online Services,,-,,-15.84,-15.84 CAD,1
672faa881179cb833f28529b,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S RESTAURANTS FRANC MONCTON  NB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-16.97,-16.97 CAD,1
672faa881179cb833f2852a1,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),FLO SERVICES QUEBEC  QC 4XXX********9545,,withdrawal,Online Services,,-,,-10.03,-10.03 CAD,1
672faa881179cb833f2852a7,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #0077 NEW GLASGOW  NS 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-27.66,-27.66 CAD,1
672faa881179cb833f2852ad,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),VE-ENERGIE NB POWER-EV FREDERICTON  NB 4XXX********9545,,withdrawal,Utilities,,-,,-50,-50 CAD,1
672faa881179cb833f2852b3,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-17.92,-17.92 CAD,1
672faa881179cb833f2852b9,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-20.62,-20.62 CAD,1
672faa881179cb833f2852bf,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),FLO SERVICES QUEBEC  QC 4XXX********9545,,withdrawal,Online Services,,-,,-0.64,-0.64 CAD,1
672faa881179cb833f2852c5,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),MCDONALD'S #X9097 OROMOCTO  NB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-23.68,-23.68 CAD,1
672faa881179cb833f2852cb,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #1983 OXFORD  NS 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-4.36,-4.36 CAD,1
672faa881179cb833f2852d1,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),SUPPLEMENT KING GLASGOW NEW GLASGOW  NS 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-9.18,-9.18 CAD,1
672faa881179cb833f2852d7,8/22/24,8/22/24,CIBC Online Banking (Recommended) (CIBC VISA),COBEQUID PASS TOLL HIG HALIFAX  NS 4XXX********9545,,withdrawal,Travel,,-,,-4,-4 CAD,1
672fab81cbd002100c0b80d5,8/22/24,8/22/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX1760,,transfer,Transfers,,-,,-400,-400 CAD,1
672fa8afc88c9499584930ce,8/21/24,8/21/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 8110 MARINE ATLANTIC,,withdrawal,,,-,,-201.76,-201.76 CAD,1
672faa881179cb833f285247,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-2.1,-2.1 CAD,1
672faa881179cb833f28524d,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-4.15,-4.15 CAD,1
672faa881179cb833f285253,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #8509 DEER LAKE  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-17.33,-17.33 CAD,1
672faa881179cb833f285259,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-0.41,-0.41 CAD,1
672faa881179cb833f28525f,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-6.8,-6.8 CAD,1
672faa881179cb833f285265,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-10.58,-10.58 CAD,1
672faa881179cb833f28526b,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-5.58,-5.58 CAD,1
672faa881179cb833f285271,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #2860 BISHOPS FALLS  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-6.31,-6.31 CAD,1
672faa881179cb833f285277,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA ECO VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-10,-10 CAD,1
672faa881179cb833f28527d,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #1978 PORT AUX BASQ  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-26.4,-26.4 CAD,1
672faa881179cb833f285283,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #2239 GANDER  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-13.09,-13.09 CAD,1
672faa881179cb833f285289,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #8509 DEER LAKE  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-17.33,-17.33 CAD,1
672faa881179cb833f28528f,8/21/24,8/21/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA ECO VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-10,-10 CAD,1
672faa881179cb833f285211,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-9.08,-9.08 CAD,1
672faa881179cb833f285217,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-11.48,-11.48 CAD,1
672faa881179cb833f28521d,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-4.15,-4.15 CAD,1
672faa881179cb833f285223,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),GS1 CANADA NORTH YORK  ON 4XXX********9545,,withdrawal,Online Services,,-,,-56.5,-56.5 CAD,1
672faa881179cb833f285229,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),GS1 CANADA NORTH YORK  ON 4XXX********9545,,withdrawal,Online Services,,-,,-35.31,-35.31 CAD,1
672faa881179cb833f28522f,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #1237 PARADISE  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-4.24,-4.24 CAD,1
672faa881179cb833f285235,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),THE HOME DEPOT #7077 ST JOHNS  NL 4XXX********9545,,withdrawal,Home Improvement,,-,,-68.72,-68.72 CAD,1
672faa881179cb833f28523b,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S Q1R ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-27.53,-27.53 CAD,1
672faa881179cb833f285241,8/20/24,8/20/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #0275 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-8.03,-8.03 CAD,1
672fab81cbd002100c0b80cf,8/20/24,8/20/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX9996,,transfer,Transfers,,-,,-100,-100 CAD,1
672fa8afc88c9499584930c8,8/19/24,8/19/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.99,-45.99 CAD,1
672faa881179cb833f2851ed,8/19/24,8/19/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S Q1R ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-22.94,-22.94 CAD,1
672faa881179cb833f2851f3,8/19/24,8/19/24,CIBC Online Banking (Recommended) (CIBC VISA),SUPPLEMENT KING ST. JOHNS ST. JOHN'S  NL 4XXX********9545,,withdrawal,Healthcare/Medical,,-,,-22.94,-22.94 CAD,1
672faa881179cb833f2851f9,8/19/24,8/19/24,CIBC Online Banking (Recommended) (CIBC VISA),DOLLARAMA #1271 ST. JOHN'S  NL 4XXX********9545,,withdrawal,General Merchandise,,-,,-25.88,-25.88 CAD,1
672faa881179cb833f2851ff,8/19/24,8/19/24,CIBC Online Banking (Recommended) (CIBC VISA),MICHAELS OF CANADA  UL ST. JOHN'S  NL 4XXX********9545,,withdrawal,Hobbies,,-,,-14.35,-14.35 CAD,1
672faa881179cb833f285205,8/19/24,8/19/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-15.75,-15.75 CAD,1
672faa881179cb833f28520b,8/19/24,8/19/24,CIBC Online Banking (Recommended) (CIBC VISA),HARVEYS #2687 MOUNT PEARL  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-18.83,-18.83 CAD,1
672fab81cbd002100c0b80c9,8/19/24,8/19/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX7038,,transfer,Transfers,,-,,-400,-400 CAD,1
672faa881179cb833f2851db,8/18/24,8/18/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-3.58,-3.58 CAD,1
672faa881179cb833f2851e1,8/18/24,8/18/24,CIBC Online Banking (Recommended) (CIBC VISA),LITTLE CAESARS #XXXX-0101 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-37.92,-37.92 CAD,1
672faa881179cb833f2851e7,8/18/24,8/18/24,CIBC Online Banking (Recommended) (CIBC VISA),SHOPPERS DRUG MART #01 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Healthcare/Medical,,-,,-61.56,-61.56 CAD,1
672faa881179cb833f2851c3,8/17/24,8/17/24,CIBC Online Banking (Recommended) (CIBC VISA),MCDONALD'S #5676 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-13.67,-13.67 CAD,1
672faa881179cb833f2851c9,8/17/24,8/17/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S Q1R ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-22.94,-22.94 CAD,1
672faa881179cb833f2851cf,8/17/24,8/17/24,CIBC Online Banking (Recommended) (CIBC VISA),OUR PLEASURE INC - 462 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Clothing/Shoes,,-,,-70.47,-70.47 CAD,1
672faa881179cb833f2851d5,8/17/24,8/17/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-7.04,-7.04 CAD,1
672faa871179cb833f2851a5,8/16/24,8/16/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-14.16,-14.16 CAD,1
672faa871179cb833f2851ab,8/16/24,8/16/24,CIBC Online Banking (Recommended) (CIBC VISA),MCDONALD'S #5676 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-8.07,-8.07 CAD,1
672faa871179cb833f2851b1,8/16/24,8/16/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S RESTAURANT Q1R ST JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-17.66,-17.66 CAD,1
672faa871179cb833f2851b7,8/16/24,8/16/24,CIBC Online Banking (Recommended) (CIBC VISA),MCDONALD'S #X9133 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-32.11,-32.11 CAD,1
672faa881179cb833f2851bd,8/16/24,8/16/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-0.71,-0.71 CAD,1
672faa8c1179cb833f285675,8/16/24,8/16/24,CIBC Online Banking (Recommended) (Chequing),Point of Sale - Interac RETAIL PURCHASE AA5DFS8C0000 F. G. I. Group,,withdrawal,Clothing/Shoes,,-,,-47.37,-47.37 CAD,1
672fa8afc88c9499584930bc,8/15/24,8/15/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 2214 PAINT SHOP,,withdrawal,,,-,,-351.44,-351.44 CAD,1
672fa8afc88c9499584930c2,8/15/24,8/15/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit DANIKA MCNEILL C1AVyw5NP3CC,,deposit,,,-,,475,475 CAD,1
672faa871179cb833f28519f,8/15/24,8/15/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-5.63,-5.63 CAD,1
672fa8afc88c949958493098,8/14/24,8/14/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9808 WALMART STORE #,,withdrawal,,,-,,-10.68,-10.68 CAD,1
672fa8afc88c94995849309e,8/14/24,8/14/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 0801 FAT BASTARD BUR,,withdrawal,,,-,,-14.13,-14.13 CAD,1
672fa8afc88c9499584930a4,8/14/24,8/14/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2870 THE HOME DEPOT,,withdrawal,,,-,,-41.17,-41.17 CAD,1
672fa8afc88c9499584930aa,8/14/24,8/14/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 6158 DOLLARAMA #1271,,withdrawal,,,-,,-83.09,-83.09 CAD,1
672fa8afc88c9499584930b0,8/14/24,8/14/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent anthony BWM4HA,,withdrawal,,,-,,-275,-275 CAD,1
672fa8afc88c9499584930b6,8/14/24,8/14/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 5188 THE HOME DEPOT,,withdrawal,,,-,,-435.85,-435.85 CAD,1
672faa871179cb833f285199,8/14/24,8/14/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********9545,,transfer,Credit Card Payments,,-,,500,500 CAD,1
672faa8b1179cb833f2855fc,8/14/24,8/14/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********6831,,withdrawal,Gasoline/Fuel,,-,,-11.7,-11.7 CAD,1
672faa8c1179cb833f28566f,8/14/24,8/14/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX6155,,transfer,Transfers,,-,,-500,-500 CAD,1
672fab81cbd002100c0b80c3,8/14/24,8/14/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX3266,,transfer,Transfers,,-,,-700,-700 CAD,1
672fa8afc88c949958493092,8/13/24,8/13/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 4965 THE HOME DEPOT,,withdrawal,,,-,,-296.7,-296.7 CAD,1
672fa8e1c88c949958493b86,8/13/24,8/13/24,RBC Online Banking (RBC Cash Back Mastercard),OVERLIMIT FEE,,withdrawal,,,-,,-29,-29 CAD,1
672faa871179cb833f28516f,8/13/24,8/13/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-12.76,-12.76 CAD,1
672faa871179cb833f285175,8/13/24,8/13/24,CIBC Online Banking (Recommended) (CIBC VISA),THE HOME DEPOT #7077 ST JOHNS  NL 4XXX********9545,,withdrawal,Home Improvement,,-,,-59.42,-59.42 CAD,1
672faa871179cb833f28517b,8/13/24,8/13/24,CIBC Online Banking (Recommended) (CIBC VISA),PARALLEL HEALTH NORTH VANCOUV  BC 4XXX********9545,,withdrawal,Healthcare/Medical,,-,,-75,-75 CAD,1
672faa871179cb833f285181,8/13/24,8/13/24,CIBC Online Banking (Recommended) (CIBC VISA),LITTLE CAESARS #XXXX-0101 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-12.64,-12.64 CAD,1
672faa871179cb833f285187,8/13/24,8/13/24,CIBC Online Banking (Recommended) (CIBC VISA),AMZN Mktp CA*RM4NU6IF2 WWW.AMAZON.CA  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-32.79,-32.79 CAD,1
672faa871179cb833f28518d,8/13/24,8/13/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********9545,,transfer,Credit Card Payments,,-,,400,400 CAD,1
672faa871179cb833f285193,8/13/24,8/13/24,CIBC Online Banking (Recommended) (CIBC VISA),THE HOME DEPOT #7077 ST JOHNS  NL 4XXX********9545,,withdrawal,Home Improvement,,-,,-227.92,-227.92 CAD,1
672faa8c1179cb833f28565d,8/13/24,8/13/24,CIBC Online Banking (Recommended) (Chequing),Point of Sale - Interac RETAIL PURCHASE XXXXXXXX1625 QUESADA BURRITO,,withdrawal,Restaurants/Dining,,-,,-40.97,-40.97 CAD,1
672faa8c1179cb833f285663,8/13/24,8/13/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX1527,,transfer,Transfers,,-,,-400,-400 CAD,1
672faa8c1179cb833f285669,8/13/24,8/13/24,CIBC Online Banking (Recommended) (Chequing),Point of Sale - Interac RETAIL PURCHASE XXXXXXXX0813 CABOT HABITAT R,,withdrawal,Home Improvement,,-,,-22,-22 CAD,1
672fab81cbd002100c0b80bd,8/13/24,8/13/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX3306,,transfer,Transfers,,-,,-200,-200 CAD,1
672fa8afc88c949958493086,8/12/24,8/12/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments HLE227,,withdrawal,,,-,,-1190,-1190 CAD,1
672fa8afc88c94995849308c,8/12/24,8/12/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments PE5GJH,,withdrawal,,,-,,-1050,-1050 CAD,1
672fa8e1c88c949958493b7a,8/12/24,8/12/24,RBC Online Banking (RBC Cash Back Mastercard),CASH ADVANCE INTEREST,,withdrawal,,,-,,-2.02,-2.02 CAD,1
672fa8e1c88c949958493b80,8/12/24,8/12/24,RBC Online Banking (RBC Cash Back Mastercard),PURCHASE INTEREST,,withdrawal,,,-,,-38.27,-38.27 CAD,1
672faa871179cb833f285163,8/12/24,8/12/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-6.87,-6.87 CAD,1
672faa871179cb833f285169,8/12/24,8/12/24,CIBC Online Banking (Recommended) (CIBC VISA),DAIRY QUEEN #X2306 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-9.4,-9.4 CAD,1
672faa8b1179cb833f2855f6,8/12/24,8/12/24,CIBC Online Banking (Recommended) (CIBC VISA),PURCHASE INTEREST 4XXX********6831,,fee,Service Charges/Fees,,-,,-27.43,-27.43 CAD,1
672faa8c1179cb833f28563f,8/12/24,8/12/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX5748 MATEUS SAAR,,transfer,Transfers,,-,,1050,1050 CAD,1
672faa8c1179cb833f285645,8/12/24,8/12/24,CIBC Online Banking (Recommended) (Chequing),Point of Sale - Interac RETAIL PURCHASE XXXXXXXX4521 TIM HORTONS #15,,withdrawal,Restaurants/Dining,,-,,-14.02,-14.02 CAD,1
672faa8c1179cb833f28564b,8/12/24,8/12/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX9522 MATEUS SAAR,,transfer,Transfers,,-,,1190,1190 CAD,1
672faa8c1179cb833f285651,8/12/24,8/12/24,CIBC Online Banking (Recommended) (Chequing),Electronic Funds Transfer PREAUTHORIZED DEBIT TD INSURANCE TD ASSURANCE,,withdrawal,Insurance,,-,,-131.23,-131.23 CAD,1
672faa8c1179cb833f285657,8/12/24,8/12/24,CIBC Online Banking (Recommended) (Chequing),Point of Sale - Interac RETAIL PURCHASE XXXXXXXX2503 HARVEYS #2687,,withdrawal,Restaurants/Dining,,-,,-24.33,-24.33 CAD,1
672faa871179cb833f285133,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #2557 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-13.79,-13.79 CAD,1
672faa871179cb833f285139,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),MENCHIES MOUNT PEARL MOUNT PEARL  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-14.96,-14.96 CAD,1
672faa871179cb833f28513f,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),HARVEYS #2687 MOUNT PEARL  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-11.94,-11.94 CAD,1
672faa871179cb833f285145,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #0275 ST. JOHN'S  NL 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-13.79,-13.79 CAD,1
672faa871179cb833f28514b,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),CHARGEPOINT CANADA - ( VANCOUVER  BC 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-8.51,-8.51 CAD,1
672faa871179cb833f285151,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),SOBEYS #855 MOUNT PEARL  NL 4XXX********9545,,withdrawal,Groceries,,-,,-19.54,-19.54 CAD,1
672faa871179cb833f285157,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),CANADIAN TIRE #333 ST JOHN'S  NL 4XXX********9545,,withdrawal,General Merchandise,,-,,-4.93,-4.93 CAD,1
672faa871179cb833f28515d,8/11/24,8/11/24,CIBC Online Banking (Recommended) (CIBC VISA),RUBBER DUCK CAR WASH - ST ST. JOHNS  NL 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-5,-5 CAD,1
672fa8e1c88c949958493b74,8/9/24,8/9/24,RBC Online Banking (RBC Cash Back Mastercard),Amazon.ca Prime Member,,withdrawal,,,-,,-11.49,-11.49 CAD,1
672fa8e1c88c949958493b6e,8/8/24,8/8/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-27.67,-27.67 CAD,1
672fa8afc88c94995849307a,8/6/24,8/6/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-46.79,-46.79 CAD,1
672fa8afc88c949958493080,8/6/24,8/6/24,RBC Online Banking (RBC Advantage Banking),Misc Payment NL POWER INC,,withdrawal,,,-,,-95.98,-95.98 CAD,1
672fa8e1c88c949958493b68,8/6/24,8/6/24,RBC Online Banking (RBC Cash Back Mastercard),Spotify P2E50B9A35,,withdrawal,,,-,,-12.64,-12.64 CAD,1
672fa8afc88c949958493074,8/2/24,8/2/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Clo C1ACsUAD24nE,,deposit,,,-,,850,850 CAD,1
672fa8afc88c94995849305c,8/1/24,8/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Mayowa deborah Olukunle C1Azg8v5Ezba,,deposit,,,-,,475,475 CAD,1
672fa8afc88c949958493062,8/1/24,8/1/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 5650 COSTCO WHOLESAL,,withdrawal,,,-,,-153.76,-153.76 CAD,1
672fa8afc88c949958493068,8/1/24,8/1/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit MRIDUL MISRA d362bd4f2a0a49017a26b85a7d0af09f,,deposit,,,-,,1050,1050 CAD,1
